rec_id,First_Name,Last_Name,SSN,Gender,Nationality,Age,Highest_Education_Level,Income,Company,State,Percentage,
rec-000706-dup-0,Heather,Fry,602-11-6920,female,,,degree,80538.956,BASKET HOUSE TRLR PARK,FL  ,0.94,
rec-000707-dup-0,Thomas,Small,981-39-7122,,,73,bachelors,80236.296,BASTROP COUNTY JAIL,PR  ,0.04,
rec-000708-dup-0,Michael,Don,323-40-6257,male ,Lebanese,,,88874.914,BATH SHOPPING CENTER,WA  ,0.65,
rec-000709-dup-0,,Merry,943-27-8986,female,Malaysian,28,high_school,55080.257,BAXTER COMMUNITY HOUSE,,0.7,
rec-000710-dup-0,Bradley,Lefemaleever,861-87-4923,male ,Samoan ,,,64610.779,BEAT CAFE NSD SUGAR,WA  ,0.09,
rec-000711-dup-0,Charles,Jackson,,male ,Sao Tomean,59,bachelors,,BEAU VILLA APTS,MD  ,0.05,
rec-000712-dup-0,Jo,Kroll,316-43-9798,female,Swiss,,high_school,47634.796,,FL  ,0.8,
rec-000713-dup-0,Peggy,,755-64-4129,,Turkish,33,degree,65735.885,BELEVEDER CENTER,IN  ,0.74,
rec-000714-dup-0,,Gonzalez,140-73-0601,female,British,,high_school,38406.488,BENESYS INC,AL  ,0.74,
rec-000715-dup-0,Daniel,Hadley,421-39-4018,male ,American,59,,53889.273,,NY  ,0.06,
rec-000716-dup-0,Andrew,Portillo,,male ,,20,doctoral,98131.664,BENJAMIN CONSTRUCTION,TX  ,0.9,
rec-000717-dup-0,Joshua,Major,,male ,Uzbek,93,doctoral,104869.229,,OH  ,0.81,
rec-000718-dup-0,,Roman,690-85-7555,male ,,72,bachelors,81453.824,BENJAMIN RUSH BLDG,PA  ,0.7,
rec-000719-dup-0,Ruth,Cantrell,825-02-7686,female,,51,doctoral,108815.575,BENNAN PLACE,,0.5,
rec-000720-dup-0,Pedro,Fischer,216-01-5847,male ,Vietnamese,19,high_school,,BENNETT MANOR APTS,,0.91,
rec-000721-dup-0,Louie,Keller,469-10-4480,female,,61,,43940.017,BENNETT PLACE,NJ  ,0.54,
rec-000722-dup-0,Pedro,Baudoin,485-42-6605,male ,American,92,,73400.967,,NY  ,0.81,
rec-000723-dup-0,,Cox,,male ,Zimbabwean,86,high_school,53032.763,BENSON HALL,WA  ,0.52,
rec-000724-dup-0,,Phelan,664-83-0196,male ,,77,high_school,42748.461,BENSON PLZ APT,NY  ,0.9,
rec-000725-dup-0,Harold,Gonzalez,152-49-8201,,Albanian,22,bachelors,,BENT PINE TRAILER PARK,AL  ,0.73,
rec-000726-dup-0,Julie,Boozer,342-45-6192,female,,,bachelors,84311.616,BENT TREE APT,WI  ,0.007197076,
rec-000727-dup-0,Wanda,Seagraves,976-46-2376,female,American,,masters,,BENT TREE APTS,AL  ,0.1,
rec-000728-dup-0,Yolanda,Lynn,259-59-4080,female,,31,high_school,,BENTAS FUNERAL HOME,AL  ,0.92,
rec-000729-dup-0,,,606-53-0867,male ,Anguillan,95,bachelors,72105.334,BENTON DEAN INSURANCE,NC  ,0.68,
rec-000730-dup-0,John,Green,123-22-8645,male ,Austrian,72,degree,,,MA  ,0.6,
rec-000731-dup-0,Robert,Rose,019-31-8359,male ,Azerbaijani,29,,40086.787,BEREAN BAPT APTS,,0.77,
rec-000732-dup-0,Thomas,Oneal,405-88-3845,,Bahamian,77,degree,75799.471,BERENDO TOWN HOUSE,,0.66,
rec-000733-dup-0,John,,504-55-4660,male ,Bahraini,50,bachelors,,BERESFORD APT,PA  ,0.52,
rec-000734-dup-0,Ronald,Sharber,152-19-9118,,,95,doctoral,96438.897,BERG MANOR BLDG A,TX  ,1,
rec-000735-dup-0,Angel,Smith,721-91-7787,,,58,bachelors,86451.397,BERGSTROM PLZ,FL  ,0.53,
rec-000736-dup-0,Robin,Tellez,934-60-8460,male ,Belarusian,49,,,BERKELEY APTS,AL  ,0.55,
rec-000737-dup-0,Mary,,,female,Belgian,87,high_school,53999.144,BERKELEY SCHOOL OF MUSIC,AL  ,0.72,
rec-000738-dup-0,Douglas,Faulkner,475-95-6096,male ,Belizian,,masters,,BERKERY & GINGOLD,ME  ,0.61,
rec-000739-dup-0,,Wilson,193-65-2148,male ,Beninese,69,high_school,38238.712,BERKLEE COLLEGE OF MUSIC,,0.68,
rec-000740-dup-0,Zachary,Chaney,053-41-7867,male ,Cameroonian,20,,,BERMUDA TEE,RI  ,0.99,
rec-000741-dup-0,Charmaine,Arana,003-03-4592,female,Ivoirian ,,,71301.669,BERRY LANE APTS,AL  ,0.87,
rec-000742-dup-0,Kelly,Chevalier,473-69-0136,female,Cypriot,33,,,BERTIE HIGH SCHOOL,NH  ,0.98,
rec-000743-dup-0,Jerry,White,,male ,Czech,69,high_school,44033.669,BERTRAND ESTATES,,0.59,
rec-000744-dup-0,Michael,,328-58-6992,male ,Danish,68,high_school,,BERTRAND NURSING FACILITY,NJ  ,0.69,
rec-000745-dup-0,George,Ogden,,male ,Djiboutian,,bachelors,78632.635,BERVEAN APT,IL  ,0.98,
rec-000746-dup-0,Joy,Cohen,,,Dominican,33,degree,76048.162,BEST PALS,MO  ,0.55,
rec-000747-dup-0,Richard,Barnes,956-19-0792,,Dominican,71,bachelors,61615.263,,NC  ,0.78,
rec-000748-dup-0,Eddie,Houle,168-58-2268,,,48,high_school,41957.963,BETA TECH SALES,PR  ,0.04,
rec-000749-dup-0,Lisa,Mcdill,953-39-5071,female,Salvadorean,,,57235.473,BETH CT APTS,TX  ,1,
rec-000750-dup-0,Gloria,Hartmann,956-76-5302,female,English,27,,55822.93,BETHANY APTS OFFICE,,0.94,
rec-000751-dup-0,Stacy,Kirkpatrick,685-40-4371,female,,50,masters,75839.49,BETHANY CENTER,,0.08,
rec-000752-dup-0,Robert,Bridge,255-36-8927,male ,Estonian,,bachelors,,BETHANY TOWERS,AL  ,0.08,
rec-000753-dup-0,Katherine,Skinner,965-35-9184,female,Ethiopian,24,,79146.771,,AL  ,0.66,
rec-000754-dup-0,Sarah,Streeter,,female,British ,40,high_school,47808.009,,AL  ,0.71,
rec-000755-dup-0,Justina,Greene,413-72-8676,female,Ethiopian,,,89366.181,BETHESDA MEADOWS APTS,FL  ,0.52,
rec-000756-dup-0,Lester,,,male ,Fijian,29,high_school,52418.819,BETHESDA N MEDICAL CTR,RI  ,0.93,
rec-000757-dup-0,David,Just,,male ,French,,masters,92603.548,BETHLEHEM VILLAGE,CT  ,0.04,
rec-000758-dup-0,Michael,Noack,317-48-2136,male ,Gambian,60,,,BETTY + BOB FLOWERS,LA  ,0.06,
rec-000759-dup-0,Roy,Garner,,male ,,43,degree,56091.365,BEYER AND FORTNER FUEL,AL  ,0.74,
rec-000760-dup-0,Katherine,Gettinger,216-24-0038,female,Irish,35,professional,82338.221,,,0.66,
rec-000761-dup-0,,Adams,483-51-4035,male ,Jordanian,,high_school,44582.51,BIDDLE HOUSE,NY  ,0.09,
rec-000762-dup-0,Michael,Turman,946-78-5527,male ,,54,bachelors,72153.831,BIG BEND RETREAT,,0.08,
rec-000763-dup-0,Mark,,440-24-2643,male ,Lebanese,,bachelors,95432.954,BIG OAK MHP,ND  ,0.09,
rec-000764-dup-0,Pauline,Roberts,648-87-5324,female,Mosotho ,,doctoral,92677.634,,PR  ,0.1,
rec-000765-dup-0,,Mcraney,583-67-2770,female,Liberian,54,bachelors,,BIG STONE CTY COURT HOUSE,TX  ,0.71,
rec-000766-dup-0,Darrell,,121-66-3295,male ,Libyan,58,professional,96890.583,,CA  ,0.65,
rec-000767-dup-0,Rosa,,142-42-1364,female,Liechtensteiner,,professional,89357.004,BIGGS & MATHEWS,GA  ,0.97,
rec-000768-dup-0,Thomas,Priddy,,male ,Lithuanian,46,high_school,48904.09,BIGILOW APTS,,0.86,
rec-000769-dup-0,Jefemalefemale,Merrill,945-26-1964,male ,Luxembourger,77,,,BIKUR CHOLIM,PR  ,0.73,
rec-000770-dup-0,James,Pickett,,,Chinese ,74,high_school,50006.58,BIL SIM CONTRACTING,PR  ,0.05,
rec-000771-dup-0,Leota,,086-33-7624,female,Mayotte,48,high_school,,BILLS DOLLAR STORE,NJ  ,0.76,
rec-000772-dup-0,Clifemalefemaleord,Diaz,,male ,British,33,degree,66530.087,,AL  ,0.79,
rec-000773-dup-0,Joyce,Bray,428-13-7493,female,Vincentian,,high_school,40465.263,,AL  ,0.67,
rec-000774-dup-0,Byron,,100-24-8983,male ,Serbian,21,professional,105207.362,,NC  ,0.92,
rec-000775-dup-0,Benjamin,,034-11-9527,male ,South Korean,84,high_school,43581.647,BLAIR APARTMENTS,,0.55,
rec-000776-dup-0,Clifemaleton,Mckim,375-63-8479,male ,Thai,,doctoral,115985.908,,AL  ,0.78,
rec-000777-dup-0,Christopher,Nelson,572-04-6742,male ,Trinidadian,,bachelors,91171.347,BLDG 27,,0.66,
rec-000778-dup-0,Douglas,Garcia,979-56-7273,male ,British,,,38820.696,BLDG A MAPLEWOOD APTS,NY  ,0.51,
rec-000779-dup-0,Carlene,Rivers,212-32-8252,female,Antiguan,73,masters,84645.255,,,1,
rec-000780-dup-0,Irving,Bruce,,male ,Bahamian,28,high_school,40687.148,BLUE SPRUCE TRAILER PARK,,0.63,
rec-000781-dup-0,Jacquelyn,Wyman,792-64-5768,,Nauruan ,69,degree,78725.934,BOYERTOWN JR HIGH WEST,,0.63,
rec-000782-dup-0,William,Perez,407-04-9379,male ,Nigerien,,doctoral,79028.609,BRADBERY APTS,,0.04,
rec-000783-dup-0,,Castro,714-11-6098,female,Nigerian,63,bachelors,78180.387,,FL  ,0.85,
rec-000784-dup-0,,Ashley,548-41-8539,female,US,76,degree,,BRADY  TRACTOR,MA  ,0.77,
rec-000785-dup-0,John,Brown,689-30-6015,,Filipino,50,degree,72125.689,BRAND & FRULLA,,0.79,
rec-000786-dup-0,Ryan,Anderson,304-53-0672,male ,Vincentian,,degree,54794.397,,AL  ,0.57,
rec-000787-dup-0,Leslie,Harper,989-30-4427,male ,Saudi Arabian,87,masters,,,PR  ,0.6,
rec-000788-dup-0,,Jones,752-62-8005,,Senegalese,69,high_school,52612.385,BREAD & CIRCUS,OH  ,0.08,
rec-000789-dup-0,Rodney,Hartt,772-17-9477,male ,Serbian,,degree,74347.763,,NJ  ,0.51,
rec-000790-dup-0,Delma,Miller,840-94-3996,female,,34,high_school,43001.308,,CT  ,0.78,
rec-000791-dup-0,James,Washington,,male ,,86,high_school,48417.284,BREAUX BRIDGE CITY POLICE,MA  ,0.55,
rec-000792-dup-0,,Ferri,,female,Singaporean,65,high_school,46390.768,BREBUEF APTS,AL  ,0.51,
rec-000793-dup-0,,Gordon,044-75-7798,female,Slovak,71,high_school,,BREEDLOVE YOVANIC AND CO,NJ  ,0.58,
rec-000794-dup-0,Emanuel,Snodgrass,159-32-4160,male ,Somali,86,degree,,BRENTWOOD APTS,,0.07,
rec-000795-dup-0,Brenda,Jackson,115-98-9565,female,South Korean,39,,78692.381,,AL  ,0.72,
rec-000796-dup-0,Laurie,,950-83-1250,female,Spanish,,degree,73898.573,BRENTWOOD PEDIATRICS,AL  ,0.64,
rec-000797-dup-0,Pauline,Mendelson,,female,Sri Lankan,48,degree,56212.766,,LA  ,0.83,
rec-000798-dup-0,James,Lacy,380-05-1993,male ,,44,,85944.963,BRES SQUARE,MA  ,0.52,
rec-000799-dup-0,Jacquelyn,Johnson,114-02-9581,female,,57,bachelors,88822.676,BREVORT HOTEL,,0.89,
rec-000800-dup-0,Amy,Adkins,105-90-2612,female,,29,bachelors,97031.012,,MA  ,0.94,
rec-000801-dup-0,,Mcclain,016-18-2728,male ,Bangladeshi,22,high_school,,BRIGHTON TERRACE APTS,PR  ,0.91,
rec-000802-dup-0,Lynne,Martinez,490-68-4846,,Bruneian,87,high_school,37716.673,BRITISH COLONIAL APTS BLDG 1,,0.71,
rec-000803-dup-0,Lisa,,234-05-5816,female,Caymanian,45,,78830.493,BROAD AVENUE SCHOOL,AL  ,0.08,
rec-000804-dup-0,Marie,Sammons,358-33-6150,female,Ethiopian,,degree,81183.724,BROOKDALE VILLAGE,,0.66,
rec-000805-dup-0,John,White,296-48-8034,,,91,high_school,51015.815,BROWN ACRES GOLF COURSE,PR  ,0.9,
rec-000806-dup-0,Joyce,,800-29-0304,,Libyan,34,professional,85219.804,BROWN AND BROWN ATTYS,PR  ,0.93,
rec-000807-dup-0,Peter,Walker,,,Liechtensteiner,41,doctoral,106304.788,BROWN AND BROWN CHEVROLET,SC  ,0.66,
rec-000808-dup-0,,Toney,,female,Lithuanian,31,bachelors,72438.919,BROWN AND CHILDRESS,IA  ,0.77,
rec-000809-dup-0,Daniel,Barnett,387-91-6664,male ,Luxembourger,76,,,BROWN AND GAY AND ASSOC,AL  ,0.61,
rec-000810-dup-0,Mario,Finlay,928-38-1342,,,19,high_school,43858.816,BROWN AND GENTILE,WA  ,0.6,
rec-000811-dup-0,Tracey,Mandell,049-16-8646,,Malawian,,high_school,39920.338,BROWN ARMSTRONG,MI  ,0.66,
rec-000812-dup-0,Shirley,Krause,135-15-8456,female,Maldivian,,,43587.485,BROWN B AND B,UT  ,0.05,
rec-000813-dup-0,Sunny,,565-96-6636,female,,29,high_school,46771.572,BROWN CARPET CO,MO  ,0.87,
rec-000814-dup-0,,Hamilton,,male ,Mauritian,87,degree,75810.262,BROWN PRODUCE,DC  ,0.62,
rec-000815-dup-0,Yolanda,Cunningham,941-05-5487,female,,30,,60875.167,BRUNO BROKERAGE,PA  ,0.66,
rec-000816-dup-0,Albert,Lozano,568-87-8903,,Dutch Antillean,62,bachelors,59029.858,,AR  ,0.8,
rec-000817-dup-0,Dorothy,Himes,801-43-8050,,,72,degree,70438.377,BRYAN CLEANERS,AL  ,0.05,
rec-000818-dup-0,Jefemalefemalerey,Costales,655-74-5710,male ,North Korean,,high_school,,BRYAN COUNTY,NM  ,0.64,
rec-000819-dup-0,Nicholas,Bulluck,263-30-0744,,Pakistani,35,bachelors,95816.615,,PA  ,0.9,
rec-000820-dup-0,Elaine,Tinoco,,female,Panamanian,22,doctoral,120284.058,,CA  ,0.09,
rec-000821-dup-0,,Hanson,114-06-2027,female,Qatari,37,degree,,BUDGET AND FINANCIAL ANALYST,RI  ,0.84,
rec-000822-dup-0,Virginia,Taylor,546-76-2572,female,Samoan ,,,57510.794,BURKE AVE SENIOR CITIZENS,TX  ,0.71,
rec-000823-dup-0,Sarah,Stallings,,female,Seychellois ,70,,50639.097,BURN UNIT,KY  ,0.73,
rec-000824-dup-0,Jerry,Elmer,924-65-5915,,Slovak,90,doctoral,,BURNING TREE VILLAGE,OR  ,0.92,
rec-000825-dup-0,Mary,,380-52-6751,female,South Korean,94,high_school,38851.864,BURNS OFFICE SUPPLY,,0.09,
rec-000826-dup-0,Charles,Hogan,065-85-6458,male ,Swiss,91,,120975.513,BUS MAINT DEPT,,0.94,
rec-000827-dup-0,Carol,,127-88-1957,female,,24,high_school,38309.046,BUSINESS DEAN,IL  ,0.91,
rec-000828-dup-0,,Pope,132-36-4878,male ,Trinidadian,47,degree,,BUSINESS FINANCE,WI  ,0.86,
rec-000829-dup-0,Sharon,Baker,014-23-0766,,Emirati ,39,bachelors,,BUSINESS TECH CENTER,AL  ,0.007682433,
rec-000830-dup-0,Howard,Clements,372-75-3086,male ,Vietnamese,,,97150.827,BUTTERNUT ARMS APT,OK  ,0.67,
rec-000831-dup-0,Irma,Batchelor,713-14-2002,female,,59,doctoral,113127.489,C & E CREDIT,,0.76,
rec-000832-dup-0,Mary,,839-59-6342,female,Cameroonian,44,bachelors,92651.36,,MI  ,0.81,
rec-000833-dup-0,Richard,,676-64-7683,male ,Ethiopian,55,high_school,50019.749,CAKES N THINGS,,0.98,
rec-000834-dup-0,,Adams,058-60-2492,,Gabonese,87,high_school,48574.324,CALEB A GEORGE DDS,NC  ,0.68,
rec-000835-dup-0,,Sosa,905-57-4051,male ,,42,bachelors,86492.875,CALEB BRETT,AL  ,0.67,
rec-000836-dup-0,,,475-94-7062,male ,Icelandic,50,bachelors,106012.036,CALLE BARBOSA,NC  ,0.05,
rec-000837-dup-0,Kenneth,Gonzalez,006-07-1052,,Liberian,,degree,59574.13,CAMDEN CLARK MEMORIAL HOSPIT,AL  ,0.57,
rec-000838-dup-0,Isabelle,Allen,910-07-3686,female,Moroccan,65,bachelors,,,MA  ,0.89,
rec-000839-dup-0,Margaret,,,female,Namibian,63,doctoral,99041.805,CARDINAL APTS,MA  ,0.8,
rec-000840-dup-0,Frances,,,female,New Caledonian,85,degree,78372.926,CARDS ARE US,NC  ,0.95,
rec-000841-dup-0,Mary,Pruitt,497-40-7485,female,Pakistani,67,,,CARLE,NC  ,0.73,
rec-000842-dup-0,,Russel,,female,Panamanian,87,high_school,39675.083,CARLS CHOP HOUSE,TX  ,0.8,
rec-000843-dup-0,Daniel,,840-53-5767,female,Peruvian,,high_school,38157.7,CARMICHAEL BOX SHOP,IA  ,0.62,
rec-000844-dup-0,James,Cofemalefemaleey,024-18-6286,male ,,79,,87111.703,CARMICHAELS AREA SCHOOL,MS  ,0.04,
rec-000845-dup-0,Michelle,Ladd,106-66-4240,,Peruvian,79,,64397.791,CARNABY APT,CO  ,0.62,
rec-000846-dup-0,Chandra,Carroll,380-28-9191,,Romanian,52,,39374.712,CAROLINA APTS,AL  ,0.67,
rec-000847-dup-0,Gwendolyn,,005-49-4201,female,,45,bachelors,78113.521,CARON COLLISION,NJ  ,0.71,
rec-000848-dup-0,,Handley,463-50-4693,female,Lucian,56,,54703.016,CARPENTER SQUARE APTS,ID  ,0.71,
rec-000849-dup-0,,,936-33-9413,male ,Senegalese,56,high_school,46753.078,CARR BUSINESS,PR  ,0.52,
rec-000850-dup-0,Shirley,Tew,,female,Slovak,62,,46004.914,CARRIAGE HOUSE,CA  ,0.77,
rec-000851-dup-0,,Crawfemaleord,593-57-1793,,Togolese,60,high_school,36750.9,CARVEL GARDENS,NE  ,0.69,
rec-000852-dup-0,Clifemaleton,Tyson,,male ,Uruguayan,76,masters,69595.424,CASA DEL REY,,0.79,
rec-000853-dup-0,Cordell,,395-76-1202,male ,,71,degree,55856.159,CASA LINDA APT,PA  ,0.92,
rec-000854-dup-0,Joyce,Witherspoon,634-88-9802,female,American,35,,56772.631,CASA LINDA OFFICE,,0.81,
rec-000855-dup-0,Terrence,Mays,,male ,Andorran,71,bachelors,86558.366,CASCON CHEESECAKE,,0.89,
rec-000856-dup-0,Debbra,Walton,218-83-7565,female,Bahamian,69,bachelors,,CASTANEDA,,0.98,
rec-000857-dup-0,Lillian,Hofemalefemalemann,668-22-2778,,,30,bachelors,61975.724,CEDAR RIDGE APTS,AR  ,0.72,
rec-000858-dup-0,Yolanda,Pirtle,807-05-2109,,Georgian,77,bachelors,,CENTRAL MAIL & DIST CENTER,MA  ,0.79,
rec-000859-dup-0,Richard,,585-33-4728,male ,Jordanian,21,bachelors,99784.869,,MA  ,0.77,
rec-000860-dup-0,,,643-87-3638,male ,Macedonian,52,doctoral,84946.121,CGF INDUSTRIES INC,AL  ,0.92,
rec-000861-dup-0,,Parks,758-27-8897,female,Maltese,,degree,76539.149,CHALLY WALLY TRLR PK,FL  ,0.61,
rec-000862-dup-0,,Durand,902-50-8719,female,Marshallese ,,high_school,47903.636,CHAMBER OF COMMERCE,AL  ,1,
rec-000863-dup-0,Bernard,,986-88-6540,male ,Mauritanian,,bachelors,74646.182,CHAMBERS ADVISORY GROUP,MO  ,0.95,
rec-000864-dup-0,,Dover,499-98-7272,,Mozambican,82,degree,55179.499,CHANNEL MARKER,NY  ,0.82,
rec-000865-dup-0,Walter,Baker,516-20-7243,male ,Niuean,54,,92184.025,,IN  ,0.88,
rec-000866-dup-0,Julie,Larson,,female,Panamanian,24,high_school,50076.705,CHART AUTOMOTIVE GROUP,,0.08,
rec-000867-dup-0,Jennifemaleer,Pereira,129-10-4450,female,Seychellois ,,masters,,CHAUCER SQUARE,AL  ,0.55,
rec-000868-dup-0,Scott,Sims,351-65-4136,male ,,62,,53272.416,CHEEK & SCOTT DRUGS,AL  ,0.65,
rec-000869-dup-0,Beverly,Kroger,,female,Tajik,72,high_school,,CHERRY ANN GARDENS ARROW,VA  ,0.85,
rec-000870-dup-0,Harriette,Williams,310-20-9197,female,Thai,82,,57309.294,CHERRY GROVE APTS,,0.04,
rec-000871-dup-0,,,781-58-8964,female,Timorese,52,masters,70707.77,CHERRY HILL APT,NJ  ,0.69,
rec-000872-dup-0,Robin,Norman,679-53-2452,male ,,43,,80118.546,CHERRY HILL APTS,WA  ,0.53,
rec-000873-dup-0,Velma,Oxfemaleord,160-42-9503,,Tokelauan,74,doctoral,115519.639,,AL  ,0.51,
rec-000874-dup-0,,Bentley,634-26-5381,female,Togolese,73,doctoral,,CHERRY LN TRAILER,WV  ,0.68,
rec-000875-dup-0,,Lobdell,601-89-5107,female,,26,bachelors,90893.288,CHERRY ST TRAILER PARK,WV  ,0.73,
rec-000876-dup-0,,Mulkey,492-67-3361,male ,Tunisian,,high_school,37320.628,CHERRYBROOK APTS,ME  ,0.82,
rec-000877-dup-0,Clinton,Sharp,938-09-3421,male ,Turkish,,doctoral,116404.985,CHERRYBROOKA APTS,,0.58,
rec-000878-dup-0,,Speciale,090-80-9781,female,Turkoman,54,,40213.418,CHERYL RIVERA & MARINO,AL  ,0.04,
rec-000879-dup-0,Nichole,Taylor,586-78-2327,female,Ugandan,18,,38717.432,,LA  ,1,
rec-000880-dup-0,Michael,Vasquez,501-61-7583,male ,,68,bachelors,,CHESTNUT HILL,MI  ,0.66,
rec-000881-dup-0,,Cruz,182-87-1519,male ,Zimbabwean,21,degree,75453.285,,ME  ,0.82,
rec-000882-dup-0,Michael,Garcia,819-21-0779,male ,Bahamian,61,high_school,44288.238,,,0.72,
rec-000883-dup-0,Edward,Guenther,435-75-0602,male ,Burundian,,degree,,CHILD INCORPORATED,IL  ,0.68,
rec-000884-dup-0,,Johnson,316-79-7608,male ,Cape Verdean,,degree,66776.87,CHILDRENS HOSPITAL,NC  ,0.88,
rec-000885-dup-0,William,Stepp,169-98-4650,male ,,78,,62204.24,CHILDRENS MEDICAL CENTER,NC  ,0.009317554,
rec-000886-dup-0,,Nunez,781-69-3060,female,Croatian,,doctoral,93202.704,CHR REF BOARD OF PUBL,ID  ,0.57,
rec-000887-dup-0,,Mendoza,363-56-5064,female,,48,high_school,41115.648,CHRISTENSEN,TX  ,0.03,
rec-000888-dup-0,Stephen,Fernandez,,male ,Mauritian,91,bachelors,62851.207,CITY SQUARE PLAZA,,0.59,
rec-000889-dup-0,Steven,Carlson,902-03-5163,male ,Norwegian,,bachelors,,CLARK & HEATH,TX  ,0.86,
rec-000890-dup-0,Florence,Green,376-70-8687,,,51,degree,67474.781,CLARK CO ATTORNEY,FL  ,0.74,
rec-000891-dup-0,James,,711-41-8249,male ,Filipino,47,,38184.592,CLARK CO TREASURER,NY  ,0.06,
rec-000892-dup-0,,,784-39-5581,male ,Qatari,32,high_school,49557.605,CLARY AUTOMOTIVE INC,PR  ,0.09,
rec-000893-dup-0,Gabriella,Parmer,,female,Vincentian,18,high_school,40961.805,CLAYS PARK INC,,0.79,
rec-000894-dup-0,Kevin,Bushey,806-94-1324,male ,Sammarinese,,,102587.666,CLEAN AIR ENGINEERING INC,NE  ,0.08,
rec-000895-dup-0,Alonzo,Perez,006-30-3472,male ,South Afemalerican,19,,,CLERK CIRCUIT COURT,KS  ,0.65,
rec-000896-dup-0,Irene,Timmons,587-34-9902,female,Surinamese,55,,58876.246,,NJ  ,0.92,
rec-000897-dup-0,Sarah,,437-09-2931,female,,36,high_school,36612.047,CLINICAL ASSOCIATION,CT  ,0.56,
rec-000898-dup-0,Theodore,Schilling,053-16-8685,male ,Tokelauan,37,,,CLINTON HOUSE APT,ND  ,0.68,
rec-000899-dup-0,Deanna,Flynn,727-49-8927,,Uruguayan,,high_school,47817.085,CLUBS OF AMERICA,IL  ,0.74,
rec-000900-dup-0,Mary,Mcintosh,,,Zambian,90,masters,102668.154,CNY GYM,TX  ,1,
rec-000901-dup-0,Genevieve,Bennett,859-03-3190,,Zimbabwean,24,high_school,44121.013,,NJ  ,0.57,
rec-000902-dup-0,Kevin,,031-81-2857,male ,Afemaleghan,56,,98513.419,CO HOME IMPROVEMENT LUMBER,NJ  ,0.002310168,
rec-000903-dup-0,Alberta,Mclaughlin,548-97-5520,female,,38,professional,88623.845,,AZ  ,0.55,
rec-000904-dup-0,Edgar,Ventura,918-92-0030,male ,,,high_school,55986.981,COCHRAN GARDENS APT,NJ  ,0.95,
rec-000905-dup-0,,Pak,,male ,Chinese,34,high_school,45192.245,COKER ELEM SCH,AL  ,0.68,
rec-000906-dup-0,Christopher,Bolden,,,Cypriot,47,high_school,53897.123,COLLECTION LOCATION,AL  ,0.019597083,
rec-000907-dup-0,Anne,,312-84-1599,female,Czech,42,doctoral,81561.249,COLLECTOR,,0.57,
rec-000908-dup-0,Candice,,279-32-9074,female,Dominican,47,bachelors,74887.479,,PR  ,0.98,
rec-000909-dup-0,Doris,,787-13-4765,female,Ghanaian,83,degree,63474.285,COLONIAL COURT,,0.87,
rec-000910-dup-0,,Vanderbilt,498-84-6313,male ,Kenyan,42,degree,65587.513,COLORADO BOXED BEEF,,0.9,
rec-000911-dup-0,Rachel,,357-71-7546,female,Kyrgyzstani,20,degree,61327.386,,AL  ,0.73,
rec-000912-dup-0,Matthew,Weyant,802-76-1304,male ,Nicaraguan,86,degree,,,TX  ,0.55,
rec-000913-dup-0,Emil,,799-94-1247,male ,Portuguese,85,doctoral,124764.144,COMPTROLLER OF THE CURRENCY,,0.09,
rec-000914-dup-0,Angie,Wise,047-31-5006,,Reunionese,51,,43800.249,COMPUTER SERVICE,NH  ,0.94,
rec-000915-dup-0,,Fritts,106-17-6211,,Russian,65,high_school,44254.842,COMSEC SPPRT,MS  ,0.64,
rec-000916-dup-0,Ima,Monreal,,female,Rwandan,68,bachelors,60154.219,,IL  ,0.06,
rec-000917-dup-0,Marie,,918-85-7873,female,Sao Tomean,57,degree,69023.55,,PA  ,0.51,
rec-000918-dup-0,Rae,Christensen,889-01-7920,female,Sri Lankan,,high_school,39640.942,,CT  ,1,
rec-000919-dup-0,Becky,White,674-40-0566,female,Thai,63,,,CONGRESSMAN BILL ARCHER,NH  ,0.69,
rec-000920-dup-0,Andrew,Lowery,371-64-8874,,Togolese,45,bachelors,77669.281,,NJ  ,0.89,
rec-000921-dup-0,Valeria,Kim,438-62-1224,female,,51,,51222.2,CONNECTICUT,AL  ,0.87,
rec-000922-dup-0,Teresa,Edmunds,,female,Venezuelan,92,degree,62668.602,CONSUMER SURVEYS,,0.76,
rec-000923-dup-0,,,723-82-9529,male ,Andorran,60,doctoral,95863.634,CONTRACT TECHNICIAN,ND  ,0.76,
rec-000924-dup-0,Hoyt,,095-15-1187,male ,Antiguan,52,high_school,,CONV CENTER,MA  ,0.85,
rec-000925-dup-0,Tarsha,Hawks,274-53-0021,female,Bosniak ,,,51314.843,COOPERS INC,PR  ,0.05,
rec-000926-dup-0,,,987-76-8682,female,Central Afemalerican,61,high_school,52989.016,COPPERFIELD OFFICE,IL  ,0.89,
rec-000927-dup-0,Kathleen,Barnes,129-50-2112,female,Chadian,89,,,COPPERTREE TWNHME,IL  ,0.51,
rec-000928-dup-0,,Silva,870-24-3898,female,Chilean,44,masters,107438.103,,AZ  ,0.51,
rec-000929-dup-0,James,James,487-54-8174,,,81,degree,63213.188,CORAL CLUB,CT  ,0.99,
rec-000930-dup-0,Alta,Gonzalez,465-74-7538,female,Colombian,,high_school,44107.467,,MO  ,0.65,
rec-000931-dup-0,Linwood,Small,,male ,Costa Rican,39,,80355.051,CORNWALLIS MANOR APTS,AR  ,0.03,
