rec_id,First_Name,Last_Name,SSN,Gender,Nationality,Age,Highest_Education_Level,Income,Company,State,Percentage,
rec-002146-dup-0,Car0j,Fo1s0m,096-61-|l40,fema:e,Chjjean,88,doct0raj,1z0673.s37,EASTLAND VOCATIONAL SCHOO,FL  ,0.04,
rec-002147-dup-0,Var:essa,P:erce,220-67-z6o2,fema:e,Chjne5e,83,de9ree,69403.gq6,EASTMAN,KS  ,0.05,
rec-002148-dup-0,Beatr'1ce,Loveji,83q-6q-6879,ferna|e,Christiiia5 Islander,6o,high_sch0oi,42191.986,EASTMAN KODAK,WA  ,0.63,
rec-002149-dup-0,Er|c,Litherlamcl,442-34-8oq3,ma|e ,Coco5 I5lander,6o,profess'l0nal,88668,EASTMOOR PLAZA,WA  ,0.54,
rec-002150-dup-0,A:ta,Smiths0ri,800-gs-7336,ferriale,Col0mbiari,63,high_5ch0ol,38|7s.211,EASTON PLAZA,IL  ,0.96,
rec-002151-dup-0,Christir:a,D'la2,857-s6-887o,fema|e,Comonari,3o,doctorai,1251o2.3q4,EASTOVER GROUP,OK  ,0.5,
rec-002152-dup-0,L:5a,Marcellys,817-z7-993o,feiiiaje,Con9ole5e,q3,bachej0rs,82765.9ql,EASTOWNE MANOR,CA  ,0.55,
rec-002153-dup-0,Dianrla,Weauer,466-71-7l2o,fena|e,Cong0le5e,q7,ma5ter5,9033o.85z,EASTSIDE APTS,IL  ,0.04,
rec-002154-dup-0,Ja50n,Ro1>lnson,190-17-qs08,iiia1e ,Cook I5|ander,83,hjgh_sch0ol,40q30.z05,EASTSIDE LUTHERAN CHURCH,CT  ,0.05,
rec-002155-dup-0,Isabe|ie,Bar1>er,925-9q-132z,ferna1e,C0sta R'lcan,7s,doct0ra1,1026o3.8l7,EASTWAY CROSSING,PR  ,0.62,
rec-002156-dup-0,Lou'l5,Mape5,12l-10-8q67,femaie,Maced0n'lan,qq,bache|0rs,63294.944,ELDER HOMESTEAD,LA  ,0.66,
rec-002157-dup-0,Jii:i,Guarlrio,457-82-6s3o,maie ,Maclaga5can,86,hi9h_scbool,53l5q.087,ELDER RANDALL MOTORS,LA  ,0.79,
rec-002158-dup-0,Je5sje,Krve9er,509-z4-887q,maie ,Dutclo,89,iiia5ters,969|4.g76,ELLIS ART SUPPLY,IA  ,0.67,
rec-002159-dup-0,Jerru,T0rre5,q22-57-87|6,ma|e ,Filip'lmo,24,deqree,76z3q.776,ELVET FOULKES,FL  ,0.55,
rec-002160-dup-0,Maru,Duncaiii,255-92-g23o,femaie,Vanvatvan,2s,profes5i0nal,8s327.9o4,ESSEX MEADOWS,KS  ,0.95,
rec-002161-dup-0,Wa1ter,Rutlec1ge,027-8q-889|,iiia|e ,Gamh'lan,99,bache10rs,886q4.47z,F R S & ASSOCIATES,TX  ,0.55,
rec-002162-dup-0,Tere5a,Jerik:ns,654-oq-8370,ferriale,Mor0ccam,39,deqree,58149.699,FAMILY SERVIES,IL  ,0.61,
rec-002163-dup-0,Sharna,Br0vvn,616-78-qo87,feriale,Mo2amb:can,q7,higb_5chool,37535.z6l,FAMILY VIDEO,KY  ,0.77,
rec-002164-dup-0,Olqa,Peter5,226-57-8988,fema1e,Bvrnese ,34,ma5ter5,74094.466,FAN FARES,CT  ,0.66,
rec-002165-dup-0,Rol>ert,G0odmari,126-z2-4q22,rna|e ,Namlblan,69,high_5ch0ol,5577s.28g,FANTASTIC SAMS,MA  ,0.56,
rec-002166-dup-0,Sbara,Camacb0,160-31-2954,fernaie,Navruari ,5i,high_5ch0ol,4823|.00z,FANWOOD DISPOSAL,NY  ,0.97,
rec-002167-dup-0,Hemrv,Wh1te,075-81-o3|3,maie ,Nepaje5e,q8,de9ree,58583.|g7,FAR VIEW CAMP,FL  ,0.5,
rec-002168-dup-0,Pau1,Bernarcl:,866-39-5255,ma|e ,Dutc1>,4z,de9ree,578|1.3o3,FARAH APTS z,PR  ,0.84,
rec-002169-dup-0,Lawrernce,Saur:ders,917-6q-7o37,ma1e ,Dutch Ariti|lean,9l,high_schoo1,486sg.375,FARGO DIST CO,KY  ,0.57,
rec-002170-dup-0,Ga'|l,Mcal|i5ter,z28-g8-8079,ferna|e,New Caled0njan,qs,bachei0rs,727o4.s73,FARGO IMPLEMENT,NJ  ,0.91,
rec-002171-dup-0,Wilsor:,Waltor:,924-94-3oq4,ma1e ,Nevv Zealancler,2j,bache|0rs,6288o.l97,FARIS BROTHERS,ME  ,0.96,
rec-002172-dup-0,Mar'|sol,Ke5s1er,014-88-39zo,fema1e,Nicaragvari,6z,deqree,6163q.o79,FARKLEBERRY CAFE,FL  ,0.86,
rec-002173-dup-0,Willlam,Am05,398-q9-4z12,maje ,Nigenem,zo,hi9b_school,485|3.q35,FARM SVC AGENCY,PA  ,0.05,
rec-002174-dup-0,Del0ns,Gadcjis,933-l3-3391,fema1e,US,5s,bachel0r5,9l923.95s,FARMERS INSURANCE,OH  ,0.67,
rec-002175-dup-0,Sharl,Grul>b5,197-30-0zl3,feiiia1e,Sn Lankari,64,hi9h_scbool,379o6.z99,FERGUSON GILLE ET AL,NY  ,0.95,
rec-002176-dup-0,Pattu,Jayiiies,461-31-3|5z,ferriale,Trinicladjan,2o,high_5cho0l,371s7.q89,FIELDCREST HIGH,NY  ,0.52,
rec-002177-dup-0,Roclriey,Warcj,62q-97-777z,maie ,Turk'|sh,q7,hi9h_schooi,37062.qz9,FIELDER MEDICAL,AZ  ,0.51,
rec-002178-dup-0,Nori:ia,Gw'lm,086-s6-73q3,fei:iale,Saluad0rean,s7,profes5iorial,7961q.49s,FIRST CHURCH OF GRAY MNR,PR  ,0.07,
rec-002179-dup-0,Cbe5ter,Trernt,833-2s-q542,ma|e ,Maiay5ian,6z,doct0raj,90|43.o21,FRANKLIN BLDG,AR  ,0.69,
rec-002180-dup-0,Wil1iarn,Renferna|ero,320-3s-5o48,maie ,Papua New Gvjnean,go,bacbelor5,62530.lq7,FRNKL BANK POB l26,PA  ,0.98,
rec-002181-dup-0,Thorna5,Shaefema1efemaieer,552-17-l75z,ma:e ,Seychelbls ,29,de9ree,7703s.g57,G & G PRODUCE,NC  ,0.81,
rec-002182-dup-0,Dorialcl,Dav:5,850-4q-63q1,maje ,Algerlam,7s,deqree,5828z.q66,GARDEN HOUSE APT,PR  ,0.72,
rec-002183-dup-0,Johr'l,Chaue2,700-13-qs27,rnaje ,Costa Ricar:,38,hi9h_scbool,45538.ql9,GENERAL MAIL CENTER,TX  ,0.55,
rec-002184-dup-0,Edwarci,Kenriedv,388-9l-88z8,iiiaie ,Gvjnean,s3,bachej0rs,62579.928,GEWA GODDARD CONTRACT STA,MA  ,0.82,
rec-002185-dup-0,Ant1>ony,Wert,317-5l-o236,naie ,Sevcbellois ,6z,higb_5chool,467z6.s,GOSIGER,MI  ,0.012511482,
rec-002186-dup-0,Framl<,Kei1er,939-6g-89|4,maje ,Tuni5:an,gs,higb_scbool,46q0q.432,GUTHRIE HEALTH,MA  ,0.55,
rec-002187-dup-0,R0hert,Bradsbavv,909-z6-663l,maie ,Turkl5h,5z,deqree,62578.os,GUTHRIE INSURANCE,ND  ,0.62,
rec-002188-dup-0,Ricl>ard,Cb0,766-38-37qo,ma1e ,Turk0rnan,s3,doct0ra|,121l96.q47,GUTT & ASSOC INC,NY  ,0.89,
rec-002189-dup-0,Joaiii,Desba2o,980-4s-z628,fema1e,Aner'lcan,89,bachel0r5,1033so.291,H AND H OFFICE ENVIRONMENTS,TX  ,0.62,
rec-002190-dup-0,Wil|je,Johns0m,121-5q-076s,ma|e ,Finni5b,63,cle9ree,6155z.43q,HAROLDS PROVISIONS,TX  ,0.5,
rec-002191-dup-0,Cecjl'la,Morris0m,131-q0-750q,feiilale,Palest'lniam ,6o,high_scbo0l,36614.881,HEADQUARTERS AUTO,PR  ,0.09,
rec-002192-dup-0,Dorima,Faricber,323-8l-q139,ferna|e,Belarv5ian,8z,bachej0rs,105626.zq9,HI LO AUTO PARTS,NJ  ,0.04,
rec-002193-dup-0,I5aac,Lashl>r0ok,226-43-70sq,maie ,Benjne5e,8o,higb_scho0l,4165o.q56,HIBLER AND SOMMER,PR  ,0.96,
rec-002194-dup-0,De10res,Garrett,628-66-gq38,fenaje,Martin'lquals,qo,high_5chooi,50407.395,HOLTZ  RUBENSTEIN & CO LLP,PR  ,0.96,
rec-002195-dup-0,Maru,Tay10r,753-9q-8o81,fema:e,Mauritam'lan,2s,deqree,665l0.7o8,HOLY ANGELS SCHOOL,PA  ,0.97,
rec-002196-dup-0,Kather|ne,Cbaridler,497-81-zz67,feiijale,Maurjtiam,q8,high_5cbool,5s79z.043,HOLY ASSUMPTION CHURCH,OH  ,0.62,
rec-002197-dup-0,Kather:rie,Shauv,309-9z-z736,fena|e,Mav0tte,4s,high_5cho0l,4792z.q49,HOLY CROSS HIGH SCHOOL,ME  ,0.95,
rec-002198-dup-0,Maru,Caivert,973-56-zq83,feiiiaie,Mexjcan,s6,high_sch00l,4gs87.572,HOLY NAME OF MARY SCH,TX  ,0.09,
rec-002199-dup-0,Har1ev,El1i5on,310-i4-8426,maie ,M:cronesjan,7z,bacl>elors,11048s.s59,HOLY NAME SOCIETY,CT  ,0.92,
rec-002200-dup-0,Eml|y,Mo5e5,067-37-73l8,fema:e,Mong0l:an,4l,high_scbo0l,5282z.o22,HOLYOKE MACHINE CO,GA  ,0.6,
rec-002201-dup-0,Patr:cja,Ro9er5,679-s3-z339,fema1e,Argentlmian,89,high_schoo|,535o3.38z,2|ST CENTURY INS,TX  ,0.98,
rec-002202-dup-0,He|em,Solorn0n,297-05-9970,fema|e,Ka2a1<h,76,high_5cho0l,37s02.80q,AALEN AIDES,PA  ,0.6,
rec-002203-dup-0,Rau,Hender50n,297-34-s26s,ma1e ,Nevv Zealancler,86,bachel0r5,91369.563,ABUWANDI ENGINEERING,AR  ,0.87,
rec-002204-dup-0,Shayvn,John5t0n,755-o8-9g03,ma'le ,Palc:stani,86,high_scb0ol,36739.zq1,ACADEMY KNOLL,OR  ,0.96,
rec-002205-dup-0,J0,Harclv,02q-7|-6735,feiiia|e,Serlo'lan,3s,hjgb_school,38zg7.874,ACKERS BUILDING,FL  ,0.06,
rec-002206-dup-0,Donrna,R:smer,043-q6-s231,feii:ale,Sin9ap0rean,6o,high_5ch0ol,s3851.g52,ACME ENGRAVING CO,VA  ,0.69,
rec-002207-dup-0,Shel1v,Campl0ell,277-37-z|93,fejiiale,Sudarie5e,84,high_scboo1,38458.lo9,ACTON CITY HALL,NJ  ,0.69,
rec-002208-dup-0,Bvr0n,Simp5ori,337-87-24s|,ma'le ,Tirnore5e,6s,ma5ter5,713g8.q1,ADAMS ADAMS AND BLACKBURN,NY  ,0.07,
rec-002209-dup-0,Kath|eeri,Jam:5on,67o-19-s698,femaie,All>amian,2z,high_5cho0l,36623.0zz,ADMINISTRATIVE SECTION,IN  ,0.58,
rec-002210-dup-0,Zac1>ary,Gi|i,125-4o-5z65,ma1e ,Arnencan,5s,bache|0rs,7620z.s37,ADMIRAL APT,AL  ,0.94,
rec-002211-dup-0,Le5ter,Th0nas,737-56-l671,maje ,And0rram,5g,bachejor5,853g5.8q1,ADMIRAL APTS,NY  ,1,
rec-002212-dup-0,Tere5a,Reec1,408-95-916|,fema|e,Belglan,z8,deqree,73o88.8q2,ADVANTAGE CONV,AL  ,0.78,
rec-002213-dup-0,Micbae1,Hender50n,540-43-g71g,maie ,Canadiarj,39,d0ct0ral,83o61.83z,AF VILLAGE II TOWER BLDG,MO  ,0.9,
rec-002214-dup-0,Jo5epb,Rob:mett,889-87-o47g,ma'le ,Czecl>,8o,doct0rai,861o8.64q,AGAWAM VILLAGE,NH  ,0.55,
rec-002215-dup-0,Clareiiice,F0ls0m,141-l7-500s,ma|e ,Fijlan,69,doct0ra|,118og3.326,AHEPA APARTMENTS,NC  ,0.82,
rec-002216-dup-0,Rer:ee,Curiningbam,6g0-4o-6775,fema'le,Guaiiianlan,74,high_5ch0ol,428o7.6q3,AIRPORT PLAZA,TN  ,0.9,
rec-002217-dup-0,Aar0m,F0r5ter,312-47-88qq,ma'le ,Libuan,8o,de9ree,557o8.68l,ALASKA AIRLINES,NJ  ,0.81,
rec-002218-dup-0,Ariria,Brovvri,851-88-866o,femaie,Marshalie5e ,zo,c1octoral,95s13.o88,ALCAN ALUMINUM,OH  ,0.91,
rec-002219-dup-0,Thormas,Bocl:ne,260-88-4g0o,ma|e ,North K0reari,36,bacbel0rs,105qq4.973,ALL WEB NUT,PR  ,0.08,
rec-002220-dup-0,Anr'le,Jimerjez,195-1o-879|,femaie,Lvciari,68,doctoraj,97614.os,ALLEN HOUSE SENIOR CITIZEN H,PR  ,0.5,
rec-002221-dup-0,Jefemalefermalerey,Slns,545-99-og54,ma|e ,Sao Toiijean,6s,bachej0rs,1l2706.8z,ALLEN R MYERS DDS,PR  ,0.85,
rec-002222-dup-0,Can5sa,Hadcleri,037-so-8214,fenaie,Spani5b,7g,high_scho0|,54127.q68,ALLIANT TOWER,PA  ,0.5,
rec-002223-dup-0,Catnma,D0,656-qg-1141,feiiiaje,Brune'ian,59,doct0ra1,10377o.84s,ALUMINUM CONSTRUCTION,PA  ,0.04,
rec-002224-dup-0,Lucieiii,Berr:ari,90q-69-87q0,maje ,Mos0th0 ,4g,higb_scho0l,43o59.q35,AMERICAN NATL BANK,MO  ,0.89,
rec-002225-dup-0,Mar:a,Bryce,320-12-zo68,fenaje,Liloenan,79,higb_schooj,517l4.o87,AMERICAN NATL INS CO,KS  ,0.03,
rec-002226-dup-0,Catberime,Cra1>tree,202-08-qs74,fenaje,Maldluian,6z,higb_scbool,4q043.z35,AMERICAN RED CROSS,ME  ,0.07,
rec-002227-dup-0,Jer0iiie,Nort0m,856-l0-9g64,ma1e ,Mozaml>icam,8o,bacbel0rs,8q1s3.767,AMHERST VILLAGE,GA  ,0.59,
rec-002228-dup-0,Re9iria,Pvlliris,584-q3-679q,feiijale,Banglac|eshi,z3,doct0ra|,98|68.4s9,ASYST COMPUTERS,CT  ,0.81,
rec-002229-dup-0,Th0ma5,Man5eav,50|-39-s398,ma1e ,Cong0iese,z3,de9ree,72q17.37g,ATRIUM NURSING HOME,WA  ,0.86,
rec-002230-dup-0,Gwend0lvn,Armar,376-25-5j81,feiiiaje,Guyarie5e,s7,deqree,6284z.z61,AUSTIN HARDWOOD,UT  ,0.08,
rec-002231-dup-0,Eclwarcl,Rodri9vez,47|-|0-1334,ma|e ,Kerivan,q7,bachel0r5,66994.z8q,AUTUMN PARK,AL  ,0.61,
rec-002232-dup-0,Janiiia,Anclers0n,581-8s-6657,feiijale,Maurltjan,8g,higb_sch0ol,38015.6|8,AXIOM II BUSINESS,PR  ,0.98,
rec-002233-dup-0,Maru,Berjtley,561-6q-88o3,femaie,Namib'|an,37,de9ree,586z6.s86,AZTEC ESTATES MBL HM PK,VA  ,0.95,
rec-002234-dup-0,Diarne,Wootern,889-2q-6g27,fena|e,Naurvam ,38,bachei0rs,58o5q.83,AZTECA APTS,MA  ,0.64,
rec-002235-dup-0,Peari,Wy,245-43-7419,fenaie,Nepa|e5e,8o,high_scb0ol,55776.66s,AZURE HILLS 7TH DAY ADVEN,IL  ,0.04,
rec-002236-dup-0,Fl>ra,Salt2rnan,993-|2-7721,fema'le,Dutch Ant'l|lean,5s,deqree,73098.736,B & B TRUCKING,GA  ,0.1,
rec-002237-dup-0,Sherru,Shayv,964-|l-0782,fema'le,Co5ta Ricari,8o,de9ree,765o0.1s4,BARD VILLAGE APTS,MA  ,0.72,
rec-002238-dup-0,Lincja,Graye5,922-sl-5544,feijiale,Mexicar:,73,bache10rs,64018.qz5,BAY PALMS CONDO,TX  ,0.56,
rec-002239-dup-0,Jurii0r,Hamj1ton,593-o7-62g2,ma1e ,Zimba|>wean,29,deqree,56z0o.753,BENSON HALL,NJ  ,0.78,
rec-002240-dup-0,Nicb0le,Rei1lv,103-55-z5s2,fernaje,Brit'l5h ,89,higb_5chool,4118z.3q6,BETHEL TOWERS,NJ  ,0.05,
rec-002241-dup-0,Day:d,Fr:e5e,33o-13-9q36,ma|e ,Synam,33,higb_schooi,45388.so7,BLANCO APTS,GA  ,0.09,
rec-002242-dup-0,Micbeile,Gon2ale2,247-s3-822o,fema1e,Frenclo,66,na5ters,98275.o|5,BONIT BCH CLUB,CT  ,0.74,
rec-002243-dup-0,Brittamv,Vera,068-og-6363,feiiiaie,Frenc1>,9s,cloct0ral,85358.qz3,BONITA APTS,TX  ,0.7,
rec-002244-dup-0,W:l1iam,Curti55,200-4q-88o6,maie ,Gal>oriese,5o,high_scb0ol,3845q.o33,BONITA AUTO SUPPLY,GA  ,0.09,
rec-002245-dup-0,Timotbv,F0ster,775-98-8qq7,na1e ,Kuwa'|ti,5i,high_5cho0l,5z91q.651,BOSTON RENT EQUITY BOARD,TX  ,0.06,
rec-002246-dup-0,Del0re5,Aj:,527-o7-80z5,feiiia|e,Luxemhovrger,69,deqree,662so.616,BOUNGAVILLA,AL  ,0.55,
rec-002247-dup-0,Nic0je,Weauer,600-o3-356q,fena|e,Macecloniari,33,deqree,726o3.q64,BOUVIER KELLY,UT  ,0.81,
rec-002248-dup-0,Pavj,No1>ie,959-8l-07l8,ma|e ,Nicara9van,3s,de9ree,663l6.683,BRACKEN WOODS,TX  ,0.64,
rec-002249-dup-0,Li2aheth,Lovye,8s2-48-9s48,femaie,Irariiari,67,bacbel0rs,7743q.q75,BROOKWOOD COMPANIES INC,PR  ,0.65,
rec-002250-dup-0,Greg0rv,Pram9e,59s-89-g086,ma|e ,Malay5:an,5z,ma5ter5,8416|.s67,BROWN AUTO PARTS,CT  ,0.95,
rec-002251-dup-0,Lealo,Dayjd,3q9-80-g912,fema|e,Sa0 Tonean,8s,high_scb0ol,44021.go8,BURL CO SOIL,NY  ,0.82,
rec-002252-dup-0,Mas0m,Wils0m,96s-81-8z75,ma'le ,Sonaji,37,deqree,6437z.37s,BURNS AMUSEMENT,AZ  ,0.6,
rec-002253-dup-0,Peclr0,Mart1n,651-27-gl98,ma:e ,Swa2:,3s,high_scho0|,526ls.221,BURTON MEMORIAL TOWER,AL  ,1,
rec-002254-dup-0,Starnley,Hacl<ett,212-sz-9985,maje ,Aruham,49,de9ree,6718|.9s3,C & E CREDIT,NJ  ,0.1,
rec-002255-dup-0,Maru,Moraie5,917-90-6oq4,fema1e,Egypt'ian,6g,high_sch00l,43794.sl6,CAFE LABRIOCHE,NJ  ,0.6,
rec-002256-dup-0,Steyem,Sull:uan,2|8-33-600q,ma'le ,Salvacloreari,9l,bacloelors,1097oz.33,CAGGIANO TOWERS,VA  ,0.93,
rec-002257-dup-0,Franic,Bayer,z14-58-6|40,ma|e ,Frericb,84,high_scb0ol,39597.qq8,CALDWELL APTS,IA  ,0.06,
rec-002258-dup-0,Aciam,Bi5seli,853-83-oq80,maie ,Li1>yam,s3,deqree,54878.|q,CAMDEN FRONTIER SCHOOL,VT  ,0.72,
rec-002259-dup-0,Hermlmia,Sancl5,362-80-qq31,fema'le,Liechten5tejner,1g,de9ree,791q3.8z,CAMDEN POINT MHP,CT  ,0.94,
rec-002260-dup-0,Lerou,Delar05a,667-99-361l,ma1e ,Luxernbovrger,99,high_5ch0ol,46gs8.147,CAMELLIE z,UT  ,0.94,
rec-002261-dup-0,Glenrl,R05e,443-45-2786,ma1e ,Chime5e ,9z,higb_scbool,45||4.193,CAMELOT APTS,NY  ,0.84,
rec-002262-dup-0,Geraidirie,Va5que2,211-07-ol67,ferriale,Marshal|e5e ,44,bacbel0rs,7o179.o78,CAMERON AT THE VILLAGES,FL  ,0.99,
rec-002263-dup-0,Shanr:an,Bak1<em,994-5s-9z10,feiiia|e,Mav0tte,88,high_5ch0ol,4l669.5z3,CAMINO DEL VALLE,NJ  ,0.99,
rec-002264-dup-0,I5a1>el,Jacolo5,o7g-27-2197,femaje,Montenegriiii,39,hlgh_schooj,44198.8j7,CAPTURE DPS,NY  ,0.93,
rec-002265-dup-0,Fran|<ie,John50n,798-33-6o0z,maje ,Mo2amblcan,6g,ma5ter5,84o96.8z1,CARBON LEHIGH INTER UNIT,IL  ,0.78,
rec-002266-dup-0,Jul|e,Ener:ck,014-q3-232s,fema1e,Bvrme5e ,7z,deqree,612zo.531,CARDELL INC,TX  ,0.001725293,
rec-002267-dup-0,Wi1ljam,Fultorn,32o-58-74s4,ma'le ,Nortb K0rean,7i,high_scb0ol,4196q.0q7,CARIBE TRAVEL,PR  ,0.64,
rec-002268-dup-0,N0e,Co0lc,077-o8-78|8,maie ,Omamj,59,loachel0rs,g3610.l31,CARL SANDBURG MALL,NH  ,0.99,
rec-002269-dup-0,Alioert,Philiip5,4|0-75-832g,maje ,Pak'lstarii,5o,de9ree,654s8.6l5,CARLE,NY  ,0.51,
rec-002270-dup-0,Starl,Brovvm,046-49-7sg1,ma1e ,Palavam,78,higb_schooi,4q2l2.741,CARLE HOME CARE,AL  ,0.94,
rec-002271-dup-0,Anrj,Piriarcl,801-5|-98z4,fernaje,Papua New Gv'lnean,q3,high_scb0ol,47864.j1,CARLSONS SPORT,NJ  ,0.89,
rec-002272-dup-0,Jer0ne,Fre:ta5,674-7s-288z,ma1e ,Para9uavan,6s,de9ree,781q3.o36,CARLTON APTS,MO  ,0.67,
rec-002273-dup-0,Whitriev,Williarn5on,991-66-8688,femaje,Rus5'lan,qg,bacbebrs,5g79|.367,CAROLINA VILLAGE,TX  ,0.88,
rec-002274-dup-0,J0e,Powel|,454-2s-8z66,maie ,Britl5h,4z,higb_5chool,5489o.73s,CAROLYN APTS,GA  ,0.61,
rec-002275-dup-0,Veronlca,Simmom5,954-4o-93q8,fenaie,Sao Torneari,2o,high_5cho0l,5z318.o72,CARPENTERS ESTATES HOME,FL  ,0.73,
rec-002276-dup-0,Jobm,Irbu,029-3z-g899,ma'le ,Americarn,8z,bachel0r5,1o2680.9q6,CASA LINDA OFFICE,MT  ,0.04,
rec-002277-dup-0,Del1a,Brasvvel1,594-6q-101|,fena1e,Arigolam,8g,profess:ona1,81312.014,CASEY & HAYES,PR  ,0.93,
rec-002278-dup-0,Oi9a,Br0wm,48q-86-6o96,feriale,Armerijan,3s,bachel0r5,68517.z7q,CASILLAS DE PALMAS,IL  ,0.59,
rec-002279-dup-0,Joclj,Ducllev,392-9|-82z6,fema'le,Arvbam,2|,profes5iomal,807sl.88,CASING ASSOCIATES INC,PR  ,0.07,
rec-002280-dup-0,Pavj,Duer,975-9|-s568,maie ,Swedl5h,6o,de9ree,6675|.778,CHENANGO JUSTICE OFFICE,NH  ,0.07,
rec-002281-dup-0,Lycille,Hur:ter,63s-q7-3868,fenaie,Taiwarie5e,6g,doct0rai,11288s.o8,CHEROKEE COUNTY CD,ME  ,0.08,
rec-002282-dup-0,Dov9las,Bai1ey,477-|6-67s3,maje ,Afema|egban,84,de9ree,57s1s.848,CHEZ ELLE BEAUTY SALON,TX  ,0.07,
rec-002283-dup-0,Georqe,Koranc|o,866-lg-6153,ma1e ,Martini9vais,7g,deqree,689s8.o1,CITY POLICE DEPT,CA  ,0.9,
rec-002284-dup-0,Danie|,Walc|ron,248-6q-71z6,maie ,Mauntan'lan,87,bachehrs,615|8.s6,CITY SERVICE TAXICAB BFLO,CT  ,0.04,
rec-002285-dup-0,Marvbelje,Herirv,059-8|-79q8,feiiiaie,Paki5tanj,37,bacbebrs,95443.o|8,CLARK ANIMAL HOSPITAL,NY  ,0.66,
rec-002286-dup-0,J0vce,Chvrcb,32q-g7-2561,ferna1e,Paraguauan,5z,hi9h_5chool,49686.qq2,CLARK CO ATTORNEY,MI  ,0.73,
rec-002287-dup-0,Ofema'leelia,Wooc|,96z-18-833o,feii:ale,Tunisjari,83,ma5ter5,|08|25.755,CLM,NY  ,0.92,
rec-002288-dup-0,Keyim,Crv2,379-38-6o9l,ma'le ,Bntjsh,3o,high_sch0o|,549z6.96q,CLOUD g MOTEL,PR  ,0.65,
rec-002289-dup-0,Justlri,W0rthingt0n,643-37-o6s2,ma|e ,Alqerian,87,high_5cbool,4602g.77|,CO OP BUILDING,AL  ,0.03,
rec-002290-dup-0,Aliem,Aderh0|t,4z9-63-8l67,maie ,Bahralni,8s,d0ct0ral,111oq3.406,COATERS,PA  ,0.76,
rec-002291-dup-0,Joe:,Baca,169-77-17ss,iliale ,Bot5waman,24,ma5ter5,687og.588,CODING ACCURACY SUPPORT SYSTEM,FL  ,0.00197958,
rec-002292-dup-0,Shaurn,Harn5,317-81-2|18,ma1e ,Canadjam,89,h:gb_school,36q0z.146,COHEN & SALENGER MD,WV  ,0.77,
rec-002293-dup-0,Vi0ja,Mastrop1etro,385-63-7976,fena|e,Chnstma5 Islander,38,higb_scbool,507qq.057,COLBY ATTORNEYS SERVICE INC,RI  ,1,
rec-002294-dup-0,Johr'l,Armstr0mg,898-83-88so,rnaje ,Cocos Islamcler,2|,doct0rai,11706o.4o8,COLDWELL BANKER,CA  ,0.79,
rec-002295-dup-0,Davici,Henjey,79z-68-2o23,ma1e ,Frericb,2z,de9ree,58193.599,COLONADE APTS,ND  ,0.76,
rec-002296-dup-0,Jerru,Henleu,08z-76-98s8,ma|e ,Ghanajari,go,d0ctoraj,8sl41.84,COLONIAL COURT,NJ  ,0.96,
rec-002297-dup-0,Mama,Ma|lev,79q-66-3674,fenaie,Grenacl:an,76,bacbel0rs,686z5.s77,COLONIAL GARDENS APT #|,CO  ,0.89,
rec-002298-dup-0,Edr:a,Hender50n,z91-q6-4725,fema:e,Mart:miquais,76,doct0raj,9933|.7o6,COMMAND MASTER CHIEF,CT  ,0.95,
rec-002299-dup-0,Charje5,Barcjen,421-09-3g9o,ma1e ,Niveam,q8,cjegree,73o1o.503,COMMUNICATION PILOT,TX  ,0.71,
rec-002300-dup-0,Tbere5a,Dutl|,08z-8z-3870,fema|e,US,3o,deqree,58944.7gq,COMMUNITY  OPPORTUNITIES,TX  ,0.09,
rec-002301-dup-0,Bar1>ara,Vand:uer,5s4-36-388z,fena1e,South K0ream,s8,high_5cbool,3678s.89z,COND RAMOS,NJ  ,0.99,
rec-002302-dup-0,Dehra,Wiisom,434-78-z7l4,feii:ale,Swa2l,73,cle9ree,5g87l.867,CONDO,TN  ,0.97,
rec-002303-dup-0,Saclve,Lveclc,727-01-3zs6,fena1e,Thal,78,d0ctora1,1ol786.666,CONGRESSMAN BILL ARCHER,NJ  ,0.88,
rec-002304-dup-0,Layra,Mymatt,568-29-94ss,feriale,Malavuian,9o,bacbel0rs,8438|.16,COUNTY COURT HOUSE,IA  ,0.05,
rec-002305-dup-0,Willjarn,Sc0tt,17o-1o-7642,ma|e ,Monacarj,2o,de9ree,7864s.08s,COUNTY LINE OFFICE,TX  ,0.65,
rec-002306-dup-0,Jolon,Vana|lem,911-1l-21g2,maie ,Togo1e5e,8o,de9ree,8o080.52|,CREEKSTONE VILLAGE,IL  ,0.75,
rec-002307-dup-0,Erjc,Rhvrner,297-oq-1793,maje ,Ukraim:an,76,high_sch00l,q368z.637,CREST ROYAL,IL  ,0.98,
rec-002308-dup-0,Chn5tine,Br0vvn,0q3-3q-6761,femaie,Com0rlan,9j,profes5iomal,79653.7ol,DAVIS & DAVIS ASSOC PC,NY  ,0.012466081,
rec-002309-dup-0,L0u:e,Wh:tehiil,331-13-z2z8,ma:e ,Gibraltar'lari,2o,high_sch0oj,54767.5os,DEA,CT  ,0.54,
rec-002310-dup-0,Dav'id,Tavl0r,466-o3-689q,maie ,Gree|<,74,high_5chooj,537z4.5o7,DEACONESS SENIOR,AL  ,0.8,
rec-002311-dup-0,Du5tim,Mckinriev,525-s1-36z6,ma|e ,Greerijander ,5s,deqree,5920l.589,DEAL GOLF CLUB,MI  ,0.97,
